gena	genb	mut.info
1	AKT1	ATR	0.0032852447246956
2	AKT1	AURKB	0.00792255654664054
3	AKT1	BRAF	0.0208533046782851
4	AKT1	CAMK2A	0.00148584663685281
5	AKT1	CDK1	0.00583127999845168
6	AKT1	CDK2	0.00664932025830378
7	AKT1	CDK4	0.00239331668888809
8	AKT1	CDK5	0.000764279808738166
9	AKT1	CDK7	0.00620486387480934
10	AKT1	CHEK1	0.00624594220700558
11	AKT1	CHEK2	0.00466679787086566
12	AKT1	CSNK2A1	0.00241816496676694
13	AKT1	DYRK1A	0.00452807015225165
14	AKT1	DYRK2	0.00236396818492324
15	AKT1	GSK3B	0.0072839552940076
16	AKT1	LYN	0.00385194207291484
17	AKT1	MAPK1	0.000734917558298243
18	AKT1	MAPK14	0.00537494704951857
19	AKT1	MAPK8	0.00591644523941781
20	AKT1	MAPKAPK2	0.0275548240038619
21	AKT1	MARK2	0.00664293769948454
22	AKT1	MTOR	0.00239813458556082
23	AKT1	PAK1	0.0060528336529071
24	AKT1	PAK2	0.00652564777605935
25	AKT1	PLK1	0.00311288946001298
26	AKT1	PRKAA1	0.00267082816106967
27	AKT1	PRKACA	0.00795233901754866
28	AKT1	PRKCA	0.00710636278444277
29	AKT1	PRKCB	0.0156553651462792
30	AKT1	PRKCD	0.00793613517199709
31	AKT1	PRKCE	0.00994133019863419
32	AKT1	PRKCI	0.00731576478831553
33	AKT1	PRKD1	0.00390601944872238
34	AKT1	PRKG1	0.00763777752442873
35	AKT1	ROCK1	0.00104110614792585
36	AKT1	RPS6KA1	0.0122019559670745
37	AKT1	RPS6KA3	0.0126878258711418
38	AKT1	RPS6KB1	0.0209165679965748
39	AKT1	SGK1	0.00748369602461985
40	AKT1	SRC	0.0034266986485445
41	ATR	AURKB	0.00538263826111862
42	ATR	BRAF	0.00655493466978196
43	ATR	CAMK2A	0.000490317511196103
44	ATR	CDK1	0.00111712358255112
45	ATR	CDK2	0.003062307739782
46	ATR	CDK4	0.00541768995439273
47	ATR	CDK5	0.00123123505650025
48	ATR	CDK7	0.00455589043118287
49	ATR	CHEK1	0.00386345487036532
50	ATR	CHEK2	0.00300806683501698
51	ATR	CSNK2A1	0.00428744672734549
52	ATR	DYRK1A	0.00871049274874558
53	ATR	DYRK2	0.00218627525032478
54	ATR	GSK3B	0.00158148309660522
55	ATR	LYN	0.0128670127838797
56	ATR	MAPK1	0.00166118325737852
57	ATR	MAPK14	0.000896648520623877
58	ATR	MAPK8	0.00928068744819477
59	ATR	MAPKAPK2	0.0101178633227708
60	ATR	MARK2	0.00321244621255801
61	ATR	MTOR	0.00543387718687871
62	ATR	PAK1	0.00466709416757372
63	ATR	PAK2	0.00189501209688192
64	ATR	PLK1	0.00327445505667878
65	ATR	PRKAA1	0.00541068093588226
66	ATR	PRKACA	0.00116737773408371
67	ATR	PRKCA	0.00342601351849225
68	ATR	PRKCB	0.0039690141514539
69	ATR	PRKCD	0.00129961432629422
70	ATR	PRKCE	0.00416832760943908
71	ATR	PRKCI	0.00229864631594356
72	ATR	PRKD1	0.00272262100038922
73	ATR	PRKG1	0.00418512806428328
74	ATR	ROCK1	0.0034713723879749
75	ATR	RPS6KA1	0.00370009984595931
76	ATR	RPS6KA3	0.00147663456472991
77	ATR	RPS6KB1	3.36488051306816e-05
78	ATR	SGK1	0.00501602866653261
79	ATR	SRC	0.00830655679187409
80	AURKB	BRAF	0.00770649752885966
81	AURKB	CAMK2A	0.00180329766313481
82	AURKB	CDK1	0.00101707984242339
83	AURKB	CDK2	0.00539880578831298
84	AURKB	CDK4	0.0038964138260793
85	AURKB	CDK5	0.000450838720086111
86	AURKB	CDK7	0.00296092524023983
87	AURKB	CHEK1	0.0106990609393502
88	AURKB	CHEK2	0.00667085988522764
89	AURKB	CSNK2A1	0.00500238507934014
90	AURKB	DYRK1A	0.00118144279683996
91	AURKB	DYRK2	0.00458212962737026
92	AURKB	GSK3B	0.00429238747312599
93	AURKB	LYN	0.00938378366645853
94	AURKB	MAPK1	0.00535724613725108
95	AURKB	MAPK14	0.00423960178462313
96	AURKB	MAPK8	0.00350208994556755
97	AURKB	MAPKAPK2	0.00520796179510974
98	AURKB	MARK2	0.001281244939074
99	AURKB	MTOR	0.00471262852068488
100	AURKB	PAK1	0.0021318537862216
101	AURKB	PAK2	0.0024079614413175
102	AURKB	PLK1	0.00647923407082285
103	AURKB	PRKAA1	0.00388721262561553
104	AURKB	PRKACA	0.0063202364233037
105	AURKB	PRKCA	0.00587103903401776
106	AURKB	PRKCB	0.00621403794700548
107	AURKB	PRKCD	0.00057092331358799
108	AURKB	PRKCE	0.00378512740619374
109	AURKB	PRKCI	0.00188132712028644
110	AURKB	PRKD1	0.010007634460794
111	AURKB	PRKG1	0.00345838380749353
112	AURKB	ROCK1	0.0015024828438035
113	AURKB	RPS6KA1	0.00279600996195217
114	AURKB	RPS6KA3	0.00695310238395574
115	AURKB	RPS6KB1	0.00554210620691098
116	AURKB	SGK1	0.00606227234951362
117	AURKB	SRC	0.00205939543679357
118	BRAF	CAMK2A	0.00120406597209755
119	BRAF	CDK1	0.00576164242367216
120	BRAF	CDK2	0.00490901610980377
121	BRAF	CDK4	0.00420027890372587
122	BRAF	CDK5	0.00443494584394699
123	BRAF	CDK7	0.00241230388721814
124	BRAF	CHEK1	0.000762434160552772
125	BRAF	CHEK2	0.00564986824252678
126	BRAF	CSNK2A1	0.000780367911717761
127	BRAF	DYRK1A	0.00225088896196013
128	BRAF	DYRK2	0.00432139702706547
129	BRAF	GSK3B	0.000780977079803513
130	BRAF	LYN	0.000750157699856757
131	BRAF	MAPK1	0.00246372424311936
132	BRAF	MAPK14	0.00271073407739397
