gena	genb	mut.info
1	AKT1	ATR	0.0152985860932362
2	AKT1	AURKB	0.0363025135730304
3	AKT1	BRAF	0.0222831690868408
4	AKT1	CAMK2A	0.0243456394901806
5	AKT1	CDK1	0.0201940457543799
6	AKT1	CDK2	0.00902166261559767
7	AKT1	CDK4	0.0172542909494955
8	AKT1	CDK5	0.0096149863602486
9	AKT1	CDK7	0.0150911296476663
10	AKT1	CHEK1	0.0136937438161526
11	AKT1	CHEK2	0.0141728348861725
12	AKT1	CSNK2A1	0.0252405719964486
13	AKT1	DYRK1A	0.0197367105695334
14	AKT1	DYRK2	0.0206643309442818
15	AKT1	GSK3B	0.0243157587570839
16	AKT1	LYN	0.0161356126300451
17	AKT1	MAPK1	0.0120699814576932
18	AKT1	MAPK14	0.0148207486205392
19	AKT1	MAPK8	0.0182190781588387
20	AKT1	MAPKAPK2	0.0364202509165468
21	AKT1	MARK2	0.00853434025393485
22	AKT1	MTOR	0.0127639960240766
23	AKT1	PAK1	0.0166435596521142
24	AKT1	PAK2	0.0225102084704822
25	AKT1	PLK1	0.0134004396140708
26	AKT1	PRKAA1	0.0285241209311704
27	AKT1	PRKACA	0.0621078978641942
28	AKT1	PRKCA	0.0602013696254873
29	AKT1	PRKCB	0.0146823940980618
30	AKT1	PRKCD	0.0178567198404469
31	AKT1	PRKCE	0.0319504123654286
32	AKT1	PRKCI	0.0160602619801864
33	AKT1	PRKD1	0.0342903074129484
34	AKT1	PRKG1	0.0351624880290311
35	AKT1	ROCK1	0.0316215869176695
36	AKT1	RPS6KA1	0.0236413074143127
37	AKT1	RPS6KA3	0.0345239309126502
38	AKT1	RPS6KB1	0.0423247767994601
39	AKT1	SGK1	0.0379401768016714
40	AKT1	SRC	0.0196156281308135
41	ATR	AURKB	0.0148674499518537
42	ATR	BRAF	0.012206850641403
43	ATR	CAMK2A	0.013109422885146
44	ATR	CDK1	0.00732954374342842
45	ATR	CDK2	0.00623526673348263
46	ATR	CDK4	0.0154680834035816
47	ATR	CDK5	0.0160132010340783
48	ATR	CDK7	0.0313990240862925
49	ATR	CHEK1	0.0349757374429349
50	ATR	CHEK2	0.0125144305874954
51	ATR	CSNK2A1	0.0182300229039889
52	ATR	DYRK1A	0.0165923281354803
53	ATR	DYRK2	0.0166597036879925
54	ATR	GSK3B	0.0129204936336142
55	ATR	LYN	0.0168204844977047
56	ATR	MAPK1	0.0160074250419706
57	ATR	MAPK14	0.0172157894353231
58	ATR	MAPK8	0.00828221108789506
59	ATR	MAPKAPK2	0.0272891085253701
60	ATR	MARK2	0.0120400508182898
61	ATR	MTOR	0.0161021107077266
62	ATR	PAK1	0.0121626138874396
63	ATR	PAK2	0.00981203199511294
64	ATR	PLK1	0.017102915196979
65	ATR	PRKAA1	0.0150244011376888
66	ATR	PRKACA	0.0101346424632425
67	ATR	PRKCA	0.0142071508782156
68	ATR	PRKCB	0.0202464314565143
69	ATR	PRKCD	0.00718890805527161
70	ATR	PRKCE	0.0303340244546155
71	ATR	PRKCI	0.00978793163736169
72	ATR	PRKD1	0.0338163390533923
73	ATR	PRKG1	0.0115569244931906
74	ATR	ROCK1	0.0312091531585748
75	ATR	RPS6KA1	0.0108328630546097
76	ATR	RPS6KA3	0.0112674174743379
77	ATR	RPS6KB1	0.0188864601967951
78	ATR	SGK1	0.0165490457468378
79	ATR	SRC	0.0177944502918388
80	AURKB	BRAF	0.0355721333696999
81	AURKB	CAMK2A	0.0281835771599974
82	AURKB	CDK1	0.0119835036770581
83	AURKB	CDK2	0.00833096581049286
84	AURKB	CDK4	0.0169696938373205
85	AURKB	CDK5	0.0100044396901646
86	AURKB	CDK7	0.0203027504276796
87	AURKB	CHEK1	0.0457961172852643
88	AURKB	CHEK2	0.0140174445425556
89	AURKB	CSNK2A1	0.012950229597041
90	AURKB	DYRK1A	0.0161993833530256
91	AURKB	DYRK2	0.00860667724273956
92	AURKB	GSK3B	0.0204046928690058
93	AURKB	LYN	0.0177295522659469
94	AURKB	MAPK1	0.019952848205639
95	AURKB	MAPK14	0.0153008251808218
96	AURKB	MAPK8	0.0126646061538724
97	AURKB	MAPKAPK2	0.0329202289711361
98	AURKB	MARK2	0.0257541840072961
99	AURKB	MTOR	0.0194267880243433
100	AURKB	PAK1	0.0276373388654036
101	AURKB	PAK2	0.0235310036785852
102	AURKB	PLK1	0.0142230442137117
103	AURKB	PRKAA1	0.0116607543754506
104	AURKB	PRKACA	0.032601730325073
105	AURKB	PRKCA	0.0503246415483232
106	AURKB	PRKCB	0.0210240537261663
107	AURKB	PRKCD	0.0155547060964119
108	AURKB	PRKCE	0.0270064375371839
109	AURKB	PRKCI	0.0198955538104872
110	AURKB	PRKD1	0.0210568232076462
111	AURKB	PRKG1	0.0126774559029652
112	AURKB	ROCK1	0.0373639877730505
113	AURKB	RPS6KA1	0.0212414462769646
114	AURKB	RPS6KA3	0.0243562398646797
115	AURKB	RPS6KB1	0.0229087447330851
116	AURKB	SGK1	0.030954297377833
117	AURKB	SRC	0.0130574169990729
118	BRAF	CAMK2A	0.0153741422192639
119	BRAF	CDK1	0.0180619187603268
120	BRAF	CDK2	0.00926612096015589
121	BRAF	CDK4	0.0165858825059
122	BRAF	CDK5	0.0206235809429587
123	BRAF	CDK7	0.0218886779046348
124	BRAF	CHEK1	0.0242676575738865
125	BRAF	CHEK2	0.0240078849070455
126	BRAF	CSNK2A1	0.0122926364010025
127	BRAF	DYRK1A	0.010111414984634
128	BRAF	DYRK2	0.0150907473741553
129	BRAF	GSK3B	0.0129775872431619
130	BRAF	LYN	0.0203040778533259
131	BRAF	MAPK1	0.0128786934133109
132	BRAF	MAPK14	0.0120752198622887
133	BRAF	MAPK8	0.0166512809497554
134	BRAF	MAPKAPK2	0.0203059022794059
135	BRAF	MARK2	0.0133813855013223
136	BRAF	MTOR	0.0149500641531537
137	BRAF	PAK1	0.0646073560182585
138	BRAF	PAK2	0.0348257577413618
139	BRAF	PLK1	0.0327916340859078
140	BRAF	PRKAA1	0.0172502058501265
141	BRAF	PRKACA	0.0384564996604473
142	BRAF	PRKCA	0.0217393594094868
143	BRAF	PRKCB	0.0229573769483919
144	BRAF	PRKCD	0.00964728070741661
145	BRAF	PRKCE	0.1480655625651
146	BRAF	PRKCI	0.325560245901994
147	BRAF	PRKD1	0.089474194133111
148	BRAF	PRKG1	0.0389402290891443
149	BRAF	ROCK1	0.0117571040932289
150	BRAF	RPS6KA1	0.0272644493045551
151	BRAF	RPS6KA3	0.0603350432804195
152	BRAF	RPS6KB1	0.0318167092155743
153	BRAF	SGK1	0.01446719170595
154	BRAF	SRC	0.0147782967036991
155	CAMK2A	CDK1	0.00853544261719996
156	CAMK2A	CDK2	0.0071760765040052
157	CAMK2A	CDK4	0.0180746272849812
158	CAMK2A	CDK5	0.00921967095153109
159	CAMK2A	CDK7	0.0283317056443888
160	CAMK2A	CHEK1	0.00981283732013472
161	CAMK2A	CHEK2	0.0233403132773087
162	CAMK2A	CSNK2A1	0.0208556424134407
163	CAMK2A	DYRK1A	0.0166237288170032
164	CAMK2A	DYRK2	0.00453403764000182
165	CAMK2A	GSK3B	0.0177315693794671
166	CAMK2A	LYN	0.0290025815542712
167	CAMK2A	MAPK1	0.0189481720590128
