gena	genb	funchisq	pval
1	ABL1	ADRBK1	0.196053796463607	0.422284029727644
2	ABL1	AKT1	-0.728950093754108	0.766983904633632
3	ABL1	ATM	-1.22107625243876	0.88897142493115
4	ABL1	ATR	-0.631544429877763	0.736157695913026
5	ABL1	AURKA	-0.83797581304491	0.798977856131174
6	ABL1	AURKB	0.615883124462801	0.26898583006212
7	ABL1	BMX	2.5457980908557	0.00545141154722348
8	ABL1	BRAF	0.506043286457042	0.306413131262645
9	ABL1	BTK	0.0530062987659751	0.478863444540704
10	ABL1	CAMK1	1.69569312241401	0.0449720058428107
11	ABL1	CAMK2A	0.622408429371625	0.266836669547333
12	ABL1	CAMK2D	0.0795849582113455	0.468283679437175
13	ABL1	CDC7	0.00344478118048208	0.498625733858334
14	ABL1	CDK1	-0.363193251157753	0.64176973563893
15	ABL1	CDK2	0.846942812213473	0.198513498968875
16	ABL1	CDK4	0.565714437580949	0.285793959533969
17	ABL1	CDK5	0.295522335674599	0.383797446221977
18	ABL1	CDK7	-1.39138768132395	0.917946050951335
19	ABL1	CDK9	0.55916839360459	0.288023400725424
20	ABL1	CHEK1	-0.716736989259488	0.763231801116686
21	ABL1	CHEK2	0.714965564012229	0.237315161033036
22	ABL1	CHUK	-1.25737270942315	0.895690646726276
23	ABL1	CSNK1A1	0.712926957799165	0.237945478352713
24	ABL1	CSNK1D	1.14184485120322	0.126759257733402
25	ABL1	CSNK2A1	-0.292562605983231	0.615071750110976
26	ABL1	DAPK1	0.22148342331616	0.412358021197127
27	ABL1	DYRK1A	-0.0222156229554981	0.508862022324998
28	ABL1	DYRK2	2.60126671263476	0.00464401061159556
29	ABL1	EGFR	1.10549588466485	0.134472388318998
30	ABL1	ERBB2	-1.47275983971158	0.929592097594489
31	ABL1	FER	0.234819526254988	0.407174405837822
32	ABL1	FYN	-1.07222887593929	0.858191378210549
33	ABL1	GRK4	-1.12731757565137	0.87019588299802
34	ABL1	GSK3B	-0.430300461135023	0.666511454144883
35	ABL1	HCK	-0.0935209497100566	0.537255146416068
36	ABL1	IKBKB	0.266590453949084	0.394892253182368
37	ABL1	INSR	0.507379853171191	0.305944159501727
38	ABL1	IRAK1	2.10487051232158	0.0176512905743068
39	ABL1	JAK2	1.04299583647775	0.148475110538493
40	ABL1	LATS1	0.893160486101435	0.185885617602832
41	ABL1	LCK	1.02573960851796	0.152507169527873
42	ABL1	LYN	2.52418886499724	0.00579828037695057
43	ABL1	MAP2K1	1.80451498108351	0.0355753063923858
44	ABL1	MAP2K4	-1.0438873957534	0.851731254821803
45	ABL1	MAP3K5	-0.626680456655558	0.734565641481665
46	ABL1	MAP3K7	-1.42179733192555	0.922457452811072
47	ABL1	MAP3K8	0.527320245978181	0.298985608518793
48	ABL1	MAPK1	0.0270736392114961	0.48920049995673
49	ABL1	MAPK11	1.2900210761767	0.0985216702278531
50	ABL1	MAPK14	-0.505042295505888	0.693235435267485
51	ABL1	MAPK7	-0.239811684564834	0.594761875857136
52	ABL1	MAPK8	-0.529388195765523	0.701731907448567
53	ABL1	MAPKAPK2	-0.413612130620298	0.660420906064097
54	ABL1	MARK2	0.49831732191494	0.30913020033594
55	ABL1	MELK	-0.955094622498869	0.830235075924567
56	ABL1	MET	2.59393920294339	0.00474416318497735
57	ABL1	MTOR	0.435530898093151	0.331588558234486
58	ABL1	NEK6	0.047069189112997	0.481229041817502
