gena	genb	funchisq	pval
1	ABL1	AKT1	0.613558233355323	0.269753645240917
2	ABL1	ATM	-1.51487252477267	0.935097655247581
3	ABL1	ATR	-0.407043158807004	0.65801185503386
4	ABL1	AURKA	0.650797351540212	0.257588655047377
5	ABL1	AURKB	0.610430913345997	0.270788197717814
6	ABL1	BRAF	-1.81083622339767	0.964916896363649
7	ABL1	CAMK1	2.56584834892584	0.0051461908021343
8	ABL1	CAMK2A	0.447775477728338	0.327157621432655
9	ABL1	CAMK2D	-0.82044914276537	0.794019944855993
10	ABL1	CDC7	-0.126511254644213	0.550336379645621
11	ABL1	CDK1	2.28753831808852	0.0110822107570416
12	ABL1	CDK2	0.103417293571605	0.458815893725865
13	ABL1	CDK4	-0.361790554230473	0.641245724341025
14	ABL1	CDK5	-0.0916207685330107	0.536500325025401
15	ABL1	CDK7	0.599674495275517	0.274361594523279
16	ABL1	CDK9	1.40105300071057	0.080599112291652
17	ABL1	CHEK1	-0.487746029069414	0.687135127910019
18	ABL1	CHEK2	1.32516664144656	0.0925579434213549
19	ABL1	CHUK	0.630271939947067	0.26425833921234
20	ABL1	CSNK1A1	0.7779268964993	0.218306055493913
21	ABL1	CSNK1D	1.46395522636741	0.0716030911359122
22	ABL1	CSNK2A1	-1.55322251222716	0.939815007570454
23	ABL1	DAPK1	-0.906488464056463	0.81766131596525
24	ABL1	DYRK1A	-2.23078542203765	0.987152326977058
25	ABL1	DYRK2	1.0513638809739	0.146545748988533
26	ABL1	EGFR	0.579846686566821	0.281009005411588
27	ABL1	FYN	0.59079612428718	0.277328516078859
28	ABL1	GSK3B	-1.88882603670041	0.970542428614791
29	ABL1	IKBKB	0.0312314771642822	0.487542468502787
30	ABL1	INSR	-0.651661885881084	0.742690342354203
31	ABL1	IRAK1	4.75835835097165	9.75868902934798e-07
32	ABL1	JAK2	3.18114748299057	0.000733464649394341
33	ABL1	LATS1	-0.161262390474534	0.564056628216209
34	ABL1	LCK	6.1441285206243	4.02018614846764e-10
35	ABL1	LYN	4.65146124659693	1.64795608995392e-06
36	ABL1	MAP2K1	1.46759814894084	0.071106705559717
37	ABL1	MAP2K4	-0.0831276474934361	0.533124978799659
38	ABL1	MAP3K5	0.611000459790758	0.270599637961448
39	ABL1	MAP3K7	0.662205997485527	0.253919605532174
40	ABL1	MAP3K8	1.55853378002803	0.0595533834010558
41	ABL1	MAPK1	2.19334849997287	0.0141411398929981
42	ABL1	MAPK11	-0.314749468369558	0.623524059312376
43	ABL1	MAPK14	-1.26368116529734	0.896827755979458
44	ABL1	MAPK7	-0.994019970808652	0.839893427571096
45	ABL1	MAPK8	-0.712840734098972	0.762027841896989
46	ABL1	MAPKAPK2	1.61596298003652	0.0530511587036622
47	ABL1	MARK2	0.355871507412471	0.360968397281311
48	ABL1	MTOR	2.58413913097983	0.00488112023767589
49	ABL1	NEK6	0.600647854480193	0.274037278665693
50	ABL1	PAK1	3.49131020244514	0.000240328917851093
51	ABL1	PAK2	0.0454352916796904	0.481880175665048
52	ABL1	PAK4	0.661499600479695	0.254145985373436
53	ABL1	PDPK1	-0.952535875290181	0.829587359668671
54	ABL1	PIM1	-0.751941791042624	0.773956967635616
55	ABL1	PLK1	-0.290359777723126	0.614229494238114
56	ABL1	PLK3	1.21409888065059	0.112354983704133
57	ABL1	PRKAA1	0.857859216822995	0.195485103193269
58	ABL1	PRKACA	-0.52452589652683	0.700043593594435
59	ABL1	PRKCA	0.832101150412997	0.202675926276187
60	ABL1	PRKCB	1.08138884119806	0.139762091635
61	ABL1	PRKCD	1.98313165438164	0.0236763628121263
62	ABL1	PRKCE	0.0933826724550781	0.462799777869413
63	ABL1	PRKCI	0.882944659089874	0.188633086391522
64	ABL1	PRKCQ	-0.16355708048724	0.564960082793632
65	ABL1	PRKCZ	1.70460225896371	0.0441343148894633
66	ABL1	PRKD1	-1.50223621017572	0.933481941845633
67	ABL1	PRKG1	0.866825010936411	0.193018948015025
68	ABL1	RET	2.54794795403596	0.00541793179284689
69	ABL1	ROCK1	-0.0552689262317844	0.522037891205985
70	ABL1	RPS6KA1	-0.736310500171065	0.769229121229984
71	ABL1	RPS6KA3	-0.131862371770247	0.552453424172558
72	ABL1	RPS6KA5	-0.930355090932685	0.82390636871068
73	ABL1	RPS6KB1	1.24632908011944	0.10632180299243
74	ABL1	SGK1	-0.318578594593138	0.624976956320461
75	ABL1	SRC	6.99855204974675	1.2931064172084e-12
76	ABL1	STK11	-0.298646467944485	0.617395096890452
77	ABL1	SYK	2.97870400472516	0.00144735130819603
78	ABL1	TBK1	-0.861430229591999	0.805499433655581
79	ABL1	TTK	-1.64936741368913	0.950463806806176
80	ABL1	ULK1	-2.40878481995447	0.991997134094561
81	ABL1	VRK1	2.29144191885738	0.0109689337352506
82	AKT1	ABL1	0.402035930032319	0.343828791882584
83	AKT1	ATM	2.3437117835057	0.00954645957261193
84	AKT1	ATR	-0.100846015584826	0.540163651073185
85	AKT1	AURKA	0.858013333390278	0.195442550489899
86	AKT1	AURKB	1.5349530397663	0.0623976817927953
87	AKT1	BRAF	-0.869633343234184	0.807749594998167
88	AKT1	CAMK1	2.44921208202216	0.0071584560377915
89	AKT1	CAMK2A	2.29563993228106	0.0108482387832477
90	AKT1	CAMK2D	-0.145494954623882	0.557839950503955
91	AKT1	CDC7	1.90524418181972	0.0283741687420638
92	AKT1	CDK1	2.67740233689548	0.0037097739802381
93	AKT1	CDK2	0.652631795225294	0.256996841288329
94	AKT1	CDK4	2.69061819542304	0.00356598830114163
95	AKT1	CDK5	0.480983689984236	0.31526404533936
96	AKT1	CDK7	1.08461092197244	0.139047007789046
97	AKT1	CDK9	1.76320021712849	0.0389333635930499
98	AKT1	CHEK1	3.7696490907006	8.17386155620483e-05
99	AKT1	CHEK2	2.7845884112422	0.0026797853760786
100	AKT1	CHUK	1.28238562983552	0.0998537013281763
101	AKT1	CSNK1A1	-0.29357709784996	0.615459460872156
102	AKT1	CSNK1D	1.08961247573288	0.137941942575893
103	AKT1	CSNK2A1	1.76842974206298	0.0384945440225253
104	AKT1	DAPK1	1.28413632863007	0.0995471293774434
105	AKT1	DYRK1A	0.767927887710587	0.221265014087426
106	AKT1	DYRK2	3.55707477534377	0.00018750371884703
107	AKT1	EGFR	0.683020236618642	0.247297027628301
108	AKT1	FYN	-1.25392057430894	0.89506456200415
109	AKT1	GSK3B	1.06819237698079	0.14271687133777
110	AKT1	IKBKB	0.984311320791441	0.16248123247134
111	AKT1	INSR	-0.233290087778971	0.592231922454318
112	AKT1	IRAK1	1.40717646835397	0.0796875337897552
113	AKT1	JAK2	-1.16722524764888	0.878440291286662
114	AKT1	LATS1	1.18792357200029	0.117431760959802
115	AKT1	LCK	2.8781294659657	0.00200020462738276
116	AKT1	LYN	2.83889442106053	0.0022635066405665
117	AKT1	MAP2K1	1.05848827490134	0.144916446747375
118	AKT1	MAP2K4	4.10801208969608	1.99539609527853e-05
119	AKT1	MAP3K5	3.36618076141237	0.000381083728883998
120	AKT1	MAP3K7	0.67362439245646	0.250275070650428
121	AKT1	MAP3K8	0.81008187263454	0.208946561003068
122	AKT1	MAPK1	-1.03339338189262	0.849290078833344
123	AKT1	MAPK11	0.114493602772016	0.454423258650549
124	AKT1	MAPK14	1.25172543115308	0.105334965011079
125	AKT1	MAPK7	-0.250664504672419	0.59896324709303
126	AKT1	MAPK8	0.0846557056504075	0.466267555633605
127	AKT1	MAPKAPK2	5.10657886372715	1.64021867817314e-07
128	AKT1	MARK2	0.982219642566612	0.162995826326177
129	AKT1	MTOR	0.687543552407147	0.24587013272998
130	AKT1	NEK6	3.92653795679437	4.30886491080938e-05
131	AKT1	PAK1	-0.627974287221572	0.734989607852079
132	AKT1	PAK2	0.794247752202197	0.213525607013336
133	AKT1	PAK4	1.72664309637917	0.0421158905142335
134	AKT1	PDPK1	0.0616650967773959	0.475414767892649
135	AKT1	PIM1	-1.22771846951153	0.890223664671001
136	AKT1	PLK1	0.0976591879213771	0.461101461953628
137	AKT1	PLK3	1.75782305707271	0.0393888104439727
138	AKT1	PRKAA1	0.901305016891457	0.183713083542442
139	AKT1	PRKACA	12.2802278256804	5.7836032686426e-35
140	AKT1	PRKCA	10.1043109525347	2.64329440780518e-24
141	AKT1	PRKCB	2.02506548311818	0.0214303203192225
142	AKT1	PRKCD	3.19314406903354	0.000703663568186297
143	AKT1	PRKCE	2.49132958943179	0.00636330005294417
144	AKT1	PRKCI	1.40521347343086	0.0799789044151607
145	AKT1	PRKCQ	2.18345908963105	0.0145010092700158
146	AKT1	PRKCZ	1.89194086431996	0.0292494301628323
147	AKT1	PRKD1	2.54011878528694	0.00554074126781944
148	AKT1	PRKG1	2.52259153881869	0.00582468131003895
149	AKT1	RET	-0.978169967019194	0.836004866155461
150	AKT1	ROCK1	2.4970268725167	0.00626197327773148
151	AKT1	RPS6KA1	10.3674967168703	1.74267720519178e-25
152	AKT1	RPS6KA3	6.79696323054774	5.34236765573844e-12
153	AKT1	RPS6KA5	2.06861828074903	0.0192909605517438
154	AKT1	RPS6KB1	8.09202195148797	2.93411652212576e-16
155	AKT1	SGK1	5.52300605322024	1.66624124876328e-08
156	AKT1	SRC	-0.536713927347918	0.704267382898328
157	AKT1	STK11	-0.918815533937229	0.820903967016161
158	AKT1	SYK	5.07955295882069	1.89162026779316e-07
159	AKT1	TBK1	1.93645355181096	0.0264060880464545
160	AKT1	TTK	-0.224731820353439	0.588906045674282
161	AKT1	ULK1	-0.416948622443237	0.661642006061768
162	AKT1	VRK1	1.31336154373509	0.094530574729596
163	ATM	ABL1	-1.6502668417723	0.9505558145132
164	ATM	AKT1	2.76901507176708	0.00281130170862465
165	ATM	ATR	4.68894674578768	1.37307418536602e-06
166	ATM	AURKA	0.240137264503931	0.405111923176367
167	ATM	AURKB	0.306655007504276	0.379552989758837
168	ATM	BRAF	-0.789313031179268	0.785035463917558
169	ATM	CAMK1	-0.182670767333594	0.572471822964556
170	ATM	CAMK2A	1.11683797399652	0.132031804506575
171	ATM	CAMK2D	-1.22286839419759	0.889310296116252
172	ATM	CDC7	2.79310035407301	0.00261027466009629
